Plik,Kolory,Rezystancja
resistor (4756).jpg,BLACK-GRAY-GRAY-WHITE-GRAY,800000000
resistor (4757).jpg,ORANGE-ORANGE-BROWN-RED-BROWN,330
resistor (4758).jpg,RED-BROWN-ORANGE-RED-BROWN,21000
resistor (4759).jpg,RED-VIOLET-RED,2700
resistor (476).jpg,RED,BRAK
resistor (4760).jpg,BROWN-BROWN-RED-BROWN-ORANGE,1100
resistor (4761).jpg,RED-BROWN-ORANGE-VIOLET-RED,21000
resistor (4762).jpg,ORANGE-BROWN-RED-ORANGE-BROWN,3100
resistor (4763).jpg,ORANGE-BROWN-RED-RED,3100
resistor (4764).jpg,RED-BROWN-ORANGE-RED-BROWN,21000
resistor (4765).jpg,RED-RED,BRAK
resistor (4766).jpg,BROWN-ORANGE-RED,1300
resistor (4767).jpg,RED-RED,BRAK
resistor (4768).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (4769).jpg,BLACK-WHITE-GRAY-RED-BLACK,900000000
resistor (477).jpg,BROWN-ORANGE-RED,1300
resistor (4770).jpg,RED-RED,BRAK
resistor (4771).jpg,RED-RED,BRAK
resistor (4772).jpg,BLACK-BROWN-ORANGE-RED,1000
resistor (4773).jpg,RED-RED,BRAK
resistor (4774).jpg,BROWN-ORANGE,BRAK
resistor (4775).jpg,RED-RED,BRAK
resistor (4776).jpg,RED,BRAK
resistor (4777).jpg,RED-RED,BRAK
resistor (4778).jpg,RED-BROWN-ORANGE,21000
resistor (4779).jpg,BLACK-RED-RED,200
resistor (478).jpg,RED,BRAK
resistor (4780).jpg,RED-RED,BRAK
resistor (4781).jpg,RED-BROWN-ORANGE,21000
resistor (4782).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (4783).jpg,RED-RED,BRAK
resistor (4784).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4785).jpg,BROWN-ORANGE-RED-RED-BROWN,1300
resistor (4786).jpg,RED,BRAK
resistor (4787).jpg,BROWN-ORANGE,BRAK
resistor (4788).jpg,BLACK-RED-RED,200
resistor (4789).jpg,BLACK-RED-BROWN-ORANGE-BROWN,20
resistor (479).jpg,RED,BRAK
resistor (4790).jpg,RED-RED,BRAK
resistor (4791).jpg,RED-BROWN-ORANGE,21000
resistor (4792).jpg,ORANGE-RED-ORANGE-BROWN-BROWN,32000
resistor (4793).jpg,BLACK-RED-BROWN-ORANGE-BROWN,20
resistor (4794).jpg,RED-RED,BRAK
resistor (4795).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (4796).jpg,RED,BRAK
resistor (4797).jpg,BLACK-RED-RED,200
resistor (4798).jpg,RED,BRAK
resistor (4799).jpg,BLACK-RED-BROWN-ORANGE-RED,20
resistor (48).jpg,BLACK-RED-BROWN-ORANGE-BROWN,20
resistor (480).jpg,BROWN-BROWN-ORANGE-RED,11000
resistor (4800).jpg,RED-RED,BRAK
resistor (4801).jpg,BLACK-RED-ORANGE-BROWN-BROWN,2000
resistor (4802).jpg,RED,BRAK
resistor (4803).jpg,RED-RED,BRAK
resistor (4804).jpg,RED-RED,BRAK
resistor (4805).jpg,RED-RED,BRAK
resistor (4806).jpg,RED-RED,BRAK
resistor (4807).jpg,RED-BROWN-ORANGE,21000
resistor (4808).jpg,BLACK-WHITE-GRAY-GRAY-WHITE,900000000
resistor (4809).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (481).jpg,RED,BRAK
resistor (4810).jpg,RED,BRAK
resistor (4811).jpg,BROWN-ORANGE-RED-ORANGE-BROWN,1300
resistor (4812).jpg,BROWN-ORANGE-RED-ORANGE-BROWN,1300
resistor (4813).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4814).jpg,BROWN-ORANGE-RED-ORANGE-BROWN,1300
resistor (4815).jpg,BLACK-RED-RED,200
resistor (4816).jpg,RED-RED,BRAK
resistor (4817).jpg,BLACK-RED-ORANGE-BROWN-BROWN,2000
resistor (4818).jpg,BLACK-RED-BROWN-ORANGE-BROWN,20
resistor (4819).jpg,GRAY-BROWN-ORANGE-RED-BROWN,81000
resistor (482).jpg,RED-ORANGE-BROWN,230
resistor (4820).jpg,GRAY-BROWN-ORANGE-RED-BROWN,81000
resistor (4821).jpg,ORANGE-RED-BROWN-ORANGE-BROWN,320
resistor (4822).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4823).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (4824).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (4825).jpg,BROWN-ORANGE-RED-ORANGE-BROWN,1300
resistor (4826).jpg,BLACK-RED-RED,200
resistor (4827).jpg,GRAY-BROWN-ORANGE-RED-ORANGE,81000
resistor (4828).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4829).jpg,BLACK-RED-BROWN-ORANGE-BROWN,20
resistor (483).jpg,RED-ORANGE,BRAK
resistor (4830).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4831).jpg,RED-ORANGE-BROWN-BROWN-ORANGE,230
resistor (4832).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (4833).jpg,BROWN-ORANGE-RED-ORANGE-BROWN,1300
resistor (4834).jpg,RED-RED,BRAK
resistor (4835).jpg,BROWN-ORANGE-RED-ORANGE-BROWN,1300
resistor (4836).jpg,BROWN-ORANGE-RED-ORANGE-BROWN,1300
resistor (4837).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (4838).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4839).jpg,GRAY-GRAY-BROWN-ORANGE-RED,880
resistor (484).jpg,RED,BRAK
resistor (4840).jpg,WHITE-BROWN-ORANGE-RED-ORANGE,91000
resistor (4841).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4842).jpg,BROWN-ORANGE-RED-ORANGE-BROWN,1300
resistor (4843).jpg,BLACK-RED-ORANGE-BROWN-BROWN,2000
resistor (4844).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4845).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (4846).jpg,RED-ORANGE-BROWN-BROWN-ORANGE,230
resistor (4847).jpg,BROWN-ORANGE-RED-ORANGE-BROWN,1300
resistor (4848).jpg,RED-ORANGE-BROWN-BROWN-ORANGE,230
resistor (4849).jpg,BLACK-BROWN-ORANGE-RED-RED,1000
resistor (485).jpg,RED,BRAK
resistor (4850).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (4851).jpg,BROWN-ORANGE-RED-ORANGE-BROWN,1300
resistor (4852).jpg,BROWN-ORANGE-RED-ORANGE-BROWN,1300
resistor (4853).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4854).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (4855).jpg,GREEN-BLUE-WHITE,56000000000
resistor (4856).jpg,BLUE-ORANGE-GREEN,6300000
resistor (4857).jpg,GREEN-BLUE,BRAK
resistor (4858).jpg,GREEN-BLUE-WHITE,56000000000
resistor (4859).jpg,GREEN-BLUE,BRAK
resistor (486).jpg,RED,BRAK
resistor (4860).jpg,BLUE-GREEN,BRAK
resistor (4861).jpg,GREEN-BLUE,BRAK
resistor (4862).jpg,BLACK-BLUE-GREEN,600000
resistor (4863).jpg,WHITE-GREEN-BLUE-BROWN-WHITE,95000000
resistor (4864).jpg,BLACK-GRAY-WHITE-GRAY-WHITE,8000000000
resistor (4865).jpg,WHITE-WHITE-GREEN-BLUE-WHITE,9900000
resistor (4866).jpg,WHITE-GREEN-BLUE-WHITE,95000000
resistor (4867).jpg,ORANGE-ORANGE-BROWN-BLUE,330
resistor (4868).jpg,GREEN-BLUE,BRAK
resistor (4869).jpg,GREEN-BLUE-WHITE,56000000000
resistor (487).jpg,RED,BRAK
resistor (4870).jpg,ORANGE-BROWN-BLUE-GRAY-GRAY,31000000
resistor (4871).jpg,ORANGE-ORANGE-BLACK-GREEN-ORANGE,33
resistor (4872).jpg,BLUE-ORANGE-BLACK-GREEN-ORANGE,63
resistor (4873).jpg,WHITE-GREEN-BLUE,95000000
resistor (4874).jpg,GREEN-BLUE,BRAK
resistor (4875).jpg,BLACK-GREEN-BROWN-ORANGE-BLUE,50
resistor (4876).jpg,GREEN-BLUE,BRAK
resistor (4877).jpg,WHITE-GREEN-BLUE,95000000
resistor (4878).jpg,WHITE-WHITE-GREEN-BLUE-WHITE,9900000
resistor (4879).jpg,BLACK-WHITE-BLUE-GREEN,9000000
resistor (488).jpg,RED,BRAK
resistor (4880).jpg,GREEN-BLUE,BRAK
resistor (4881).jpg,GREEN-BLUE,BRAK
resistor (4882).jpg,WHITE-GREEN-BLUE,95000000
resistor (4883).jpg,WHITE-GREEN-BLUE-BROWN,95000000
resistor (4884).jpg,BLACK-ORANGE-BLUE,3000000
resistor (4885).jpg,GREEN-BLUE-WHITE,56000000000
resistor (4886).jpg,BLACK-GREEN-ORANGE-BLUE,5000
resistor (4887).jpg,GREEN-BLUE-WHITE,56000000000
resistor (4888).jpg,GREEN-BLUE,BRAK
resistor (4889).jpg,GREEN-BLUE,BRAK
resistor (489).jpg,RED,BRAK
resistor (4890).jpg,GREEN-BLUE,BRAK
resistor (4891).jpg,BLUE-GREEN,BRAK
resistor (4892).jpg,BLACK-BLUE-GREEN,600000
resistor (4893).jpg,BLACK-BLUE-ORANGE-GREEN-BLACK,6000
resistor (4894).jpg,WHITE-GREEN-BLUE,95000000
resistor (4895).jpg,GREEN-BLUE,BRAK
resistor (4896).jpg,WHITE-GREEN-BLUE-WHITE,95000000
resistor (4897).jpg,GREEN-BLUE,BRAK
resistor (4898).jpg,GREEN-BLUE-WHITE,56000000000
resistor (4899).jpg,GREEN-BLUE-BROWN-BROWN-WHITE,560
resistor (49).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (490).jpg,RED-RED,BRAK
resistor (4900).jpg,BLACK-GREEN-ORANGE-BLUE-ORANGE,5000
resistor (4901).jpg,WHITE-GREEN-BLACK-ORANGE-BLUE,95
resistor (4902).jpg,ORANGE-GREEN-BLUE-BROWN-WHITE,35000000
resistor (4903).jpg,GREEN-ORANGE-BROWN-BLUE-ORANGE,530
resistor (4904).jpg,GREEN-BLUE-BROWN-ORANGE,560
resistor (4905).jpg,GREEN-BLUE-BROWN-BROWN-WHITE,560
resistor (4906).jpg,ORANGE-BLUE-ORANGE-ORANGE,36000
resistor (4907).jpg,BLACK-ORANGE-BLUE-GREEN,3000000
resistor (4908).jpg,BLACK-ORANGE-BLUE-BROWN-BROWN,3000000
resistor (4909).jpg,GREEN-BLUE-BROWN-BROWN-WHITE,560
resistor (491).jpg,RED,BRAK
resistor (4910).jpg,BLACK-BROWN-ORANGE-BROWN-BLUE,1000
resistor (4911).jpg,GREEN-BLUE-BROWN-ORANGE,560
resistor (4912).jpg,GREEN-GRAY-BLUE-BROWN-BROWN,58000000
resistor (4913).jpg,GREEN-BLUE-BROWN-BROWN,560
resistor (4914).jpg,BLACK-BROWN-BROWN-BLUE-GREEN,10
resistor (4915).jpg,BLUE-GREEN,BRAK
resistor (4916).jpg,GREEN-BLUE-BROWN-BROWN-WHITE,560
resistor (4917).jpg,GREEN-GRAY-BLUE-BROWN-BROWN,58000000
resistor (4918).jpg,GREEN-BLUE-BROWN-BROWN-WHITE,560
resistor (4919).jpg,BLACK-GREEN-ORANGE-BROWN-BLUE,5000
resistor (492).jpg,RED,BRAK
resistor (4920).jpg,GREEN-BLUE-BROWN-ORANGE,560
resistor (4921).jpg,GREEN-BLUE-BROWN-BROWN-WHITE,560
resistor (4922).jpg,ORANGE-BLUE-BROWN-BROWN-BLACK,360
resistor (4923).jpg,GREEN-BLUE-BROWN-BROWN,560
resistor (4924).jpg,ORANGE-ORANGE-BLUE-ORANGE-BROWN,33000000
resistor (4925).jpg,GREEN-BLUE-BROWN-BROWN,560
resistor (4926).jpg,GREEN-BLUE-BROWN-BROWN-ORANGE,560
resistor (4927).jpg,GREEN-BLUE-BROWN-BROWN-WHITE,560
resistor (4928).jpg,GREEN-BLUE-BROWN-BROWN-WHITE,560
resistor (4929).jpg,BLACK-BROWN-BROWN-BLUE-GREEN,10
resistor (493).jpg,RED,BRAK
resistor (4930).jpg,ORANGE-BLUE-BROWN-ORANGE,360
resistor (4931).jpg,GREEN-BLUE-BROWN-BROWN-WHITE,560
resistor (4932).jpg,GREEN-BLUE-BROWN-BROWN-WHITE,560
resistor (4933).jpg,ORANGE-BLUE-BLACK-BROWN-BROWN,36
resistor (4934).jpg,BLACK-BROWN-BLUE-GREEN,1000000
resistor (4935).jpg,BROWN-ORANGE-BROWN-BLUE-GREEN,130
resistor (4936).jpg,BLACK-BROWN-BROWN-BLUE-GREEN,10
resistor (4937).jpg,GREEN-BLUE-BROWN-BROWN-WHITE,560
resistor (4938).jpg,GREEN-BLUE-BROWN-BROWN-WHITE,560
resistor (4939).jpg,GREEN-BLUE-BROWN-ORANGE-BROWN,560
resistor (494).jpg,RED,BRAK
resistor (4940).jpg,GREEN-BLUE,BRAK
resistor (4941).jpg,GREEN-BLUE-ORANGE-BROWN,56000
resistor (4942).jpg,GREEN-BLUE-BROWN-BROWN-WHITE,560
resistor (4943).jpg,ORANGE-BLUE-BLACK-ORANGE,36
resistor (4944).jpg,GREEN-BLUE-BROWN-BROWN-WHITE,560
resistor (4945).jpg,GREEN-GRAY-GRAY-BLUE-BROWN,5800000000
resistor (4946).jpg,GREEN-BLUE-BROWN-BROWN-WHITE,560
resistor (4947).jpg,GREEN-BLUE-WHITE-BROWN,56000000000
resistor (4948).jpg,ORANGE-BLUE-GREEN,3600000
resistor (4949).jpg,BLACK-ORANGE-BLUE-BROWN-BLACK,3000000
resistor (495).jpg,RED,BRAK
resistor (4950).jpg,GREEN-BLUE-WHITE-BROWN,56000000000
resistor (4951).jpg,GREEN-BLUE-WHITE,56000000000
resistor (4952).jpg,BLACK-BROWN-BLUE-GREEN,1000000
resistor (4953).jpg,GREEN-BLACK-BLUE,50000000
resistor (4954).jpg,GREEN-BLUE,BRAK
resistor (4955).jpg,BLACK-BLACK-BROWN-BLACK,BRAK
resistor (4956).jpg,BLACK-BLUE-GREEN-WHITE,600000
resistor (4957).jpg,BROWN-BLUE-GREEN-BLACK,1600000
resistor (4958).jpg,GREEN-BLUE,BRAK
resistor (4959).jpg,GREEN-BLUE-BROWN,560
resistor (496).jpg,RED,BRAK
resistor (4960).jpg,GREEN-BLUE-WHITE,56000000000
resistor (4961).jpg,ORANGE-BLACK-BLACK-GRAY-GRAY,30
resistor (4962).jpg,GREEN-BLUE-ORANGE-ORANGE-BROWN,56000
resistor (4963).jpg,GREEN-BLUE,BRAK
resistor (4964).jpg,GREEN-BLUE,BRAK
resistor (4965).jpg,GREEN-BLUE-ORANGE,56000
resistor (4966).jpg,BLUE-ORANGE-BLACK-GREEN-ORANGE,63
resistor (4967).jpg,GREEN-BLUE-BROWN,560
resistor (4968).jpg,GREEN-BLUE-BROWN,560
resistor (4969).jpg,GREEN-BLUE-BROWN,560
resistor (497).jpg,RED-BROWN-ORANGE-ORANGE,21000
resistor (4970).jpg,GREEN-BLUE-WHITE-BROWN,56000000000
resistor (4971).jpg,BLACK-GREEN-BROWN-BLUE-BLACK,50
resistor (4972).jpg,GREEN-BLUE-ORANGE-BROWN,56000
resistor (4973).jpg,GRAY-BLACK-BROWN-BROWN-BLUE,800
resistor (4974).jpg,GREEN-BLUE-BROWN,560
resistor (4975).jpg,BLACK-BLACK-BROWN-BROWN-GRAY,BRAK
resistor (4976).jpg,GREEN-BLUE-BROWN,560
resistor (4977).jpg,GREEN-BLUE,BRAK
resistor (4978).jpg,BLACK-GREEN-BROWN-BLUE-BLACK,50
resistor (4979).jpg,GREEN-BLUE-WHITE-BROWN,56000000000
resistor (498).jpg,RED,BRAK
resistor (4980).jpg,GREEN-BLUE,BRAK
resistor (4981).jpg,BLACK-BROWN-BLUE-ORANGE-BLACK,1000000
resistor (4982).jpg,GRAY-GRAY-BLACK-BLACK,88
resistor (4983).jpg,GREEN-BLUE-WHITE-BROWN,56000000000
resistor (4984).jpg,BLACK-BLUE-GREEN,600000
resistor (4985).jpg,GREEN-BLUE-ORANGE,56000
resistor (4986).jpg,GREEN-BLUE-BROWN,560
resistor (4987).jpg,BLUE-ORANGE-BLACK-GREEN,63
resistor (4988).jpg,GREEN-BLUE,BRAK
resistor (4989).jpg,GREEN-BLUE-BROWN,560
resistor (499).jpg,RED,BRAK
resistor (4990).jpg,BLACK-ORANGE-BLUE-GREEN,3000000
resistor (4991).jpg,WHITE-GREEN-ORANGE-BLUE-BROWN,95000
resistor (4992).jpg,GREEN-BLUE-BROWN-BROWN,560
resistor (4993).jpg,GREEN-BLUE-GRAY-BROWN-WHITE,5600000000
resistor (4994).jpg,GREEN-WHITE-BLUE-BROWN,59000000
resistor (4995).jpg,BLACK-GRAY-BROWN-BLACK,80
resistor (4996).jpg,GRAY-BLACK-BLACK,80
resistor (4997).jpg,GREEN-BLUE-WHITE,56000000000
resistor (4998).jpg,BLUE-GREEN,BRAK
resistor (4999).jpg,WHITE-GREEN-BLUE-BROWN,95000000
resistor (5).jpg,WHITE,BRAK
resistor (50).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (500).jpg,RED,BRAK
resistor (5000).jpg,BLACK,BRAK
resistor (5001).jpg,GREEN-BLUE,BRAK
resistor (5002).jpg,GREEN-BLUE,BRAK
resistor (5003).jpg,BLUE-GREEN,BRAK
resistor (5004).jpg,WHITE-GREEN-BLUE-BROWN,95000000
resistor (5005).jpg,GREEN-WHITE-BLUE-BROWN-WHITE,59000000
resistor (5006).jpg,BLUE-GREEN,BRAK
resistor (5007).jpg,GREEN-BLUE-GRAY,5600000000
resistor (5008).jpg,WHITE-GREEN-BLUE-WHITE,95000000
resistor (5009).jpg,WHITE-GREEN-BLUE-BROWN,95000000
resistor (501).jpg,BROWN-ORANGE-GRAY-BROWN-ORANGE,1300000000
resistor (5010).jpg,BLUE-GREEN,BRAK
resistor (5011).jpg,BLUE-GREEN,BRAK
resistor (5012).jpg,WHITE-GREEN-BLUE,95000000
resistor (5013).jpg,WHITE-GREEN-WHITE-BLUE-BROWN,95000000000
resistor (5014).jpg,ORANGE-BLACK-ORANGE-BROWN-BLUE,30000
resistor (5015).jpg,GREEN-BLUE-BROWN-WHITE-WHITE,560
resistor (5016).jpg,WHITE-GREEN-BLUE-BROWN-WHITE,95000000
resistor (5017).jpg,GREEN-BLUE-ORANGE-BROWN,56000
resistor (5018).jpg,BROWN-BLUE-GREEN,1600000
resistor (5019).jpg,GREEN-BLUE-BROWN,560
resistor (502).jpg,RED-BROWN-ORANGE,21000
resistor (5020).jpg,WHITE-WHITE-WHITE-GREEN-WHITE,99000000000
resistor (5021).jpg,BROWN-BLUE-GREEN,1600000
resistor (5022).jpg,GREEN-BLUE-BROWN,560
resistor (5023).jpg,WHITE-GREEN-BLUE-BROWN-WHITE,95000000
resistor (5024).jpg,GREEN-BLUE-BROWN-ORANGE,560
resistor (5025).jpg,BLUE-GREEN,BRAK
resistor (5026).jpg,WHITE-GREEN-WHITE-BLUE-BROWN,95000000000
resistor (5027).jpg,GREEN-BLUE-BROWN,560
resistor (5028).jpg,GREEN-ORANGE-BLUE-ORANGE,53000000
resistor (5029).jpg,WHITE-WHITE-GREEN-WHITE-BLUE,9900000
resistor (503).jpg,ORANGE-BROWN-ORANGE-RED,31000
resistor (5030).jpg,GRAY-BLUE-GREEN,8600000
resistor (5031).jpg,WHITE-GREEN-BLUE-BROWN,95000000
resistor (5032).jpg,WHITE-GREEN-WHITE-BLUE-WHITE,95000000000
resistor (5033).jpg,BLUE-GREEN,BRAK
resistor (5034).jpg,GREEN-BLUE,BRAK
resistor (5035).jpg,ORANGE-BLACK-ORANGE-BLUE,30000
resistor (5036).jpg,WHITE-GREEN-BLUE-BROWN-WHITE,95000000
resistor (5037).jpg,ORANGE-BLACK-BLUE,30000000
resistor (5038).jpg,GREEN-BLUE,BRAK
resistor (5039).jpg,WHITE-GREEN-BLUE,95000000
resistor (504).jpg,RED,BRAK
resistor (5040).jpg,BLUE-GREEN,BRAK
resistor (5041).jpg,BROWN-BLUE-BLACK-ORANGE,16
resistor (5042).jpg,GREEN-BLUE,BRAK
resistor (5043).jpg,BLUE-GREEN,BRAK
resistor (5044).jpg,WHITE-GREEN-WHITE-BLUE,95000000000
resistor (5045).jpg,GREEN-BLUE-BROWN-BROWN,560
resistor (5046).jpg,BROWN-BROWN-BROWN,110
resistor (5047).jpg,BROWN-BROWN-ORANGE-BLUE-GREEN,11000
resistor (5048).jpg,GREEN-BLUE-BROWN-BROWN,560
resistor (5049).jpg,ORANGE-ORANGE-BLUE-BLACK-ORANGE,33000000
resistor (505).jpg,RED,BRAK
resistor (5050).jpg,BROWN-BROWN-ORANGE-BLUE-GREEN,11000
resistor (5051).jpg,GREEN-BLUE-BROWN-WHITE-BROWN,560
resistor (5052).jpg,GREEN-WHITE-BLUE-BROWN-BROWN,59000000
resistor (5053).jpg,GREEN-BLUE-BROWN-BROWN-WHITE,560
resistor (5054).jpg,GREEN-BLUE-BROWN-BROWN,560
resistor (5055).jpg,GREEN-BLUE-BROWN-BROWN-WHITE,560
resistor (5056).jpg,GREEN-BLUE-ORANGE,56000
resistor (5057).jpg,GREEN-WHITE-BLUE-BROWN-BROWN,59000000
resistor (5058).jpg,GREEN-BLUE-BROWN-BROWN,560
resistor (5059).jpg,BROWN-BROWN-BLUE-GREEN,11000000
resistor (506).jpg,RED-RED,BRAK
resistor (5060).jpg,GREEN-BLUE,BRAK
resistor (5061).jpg,GREEN-BLACK-ORANGE-BLUE-BROWN,50000
resistor (5062).jpg,GREEN-BLUE-BROWN-BROWN,560
resistor (5063).jpg,BROWN-BLUE-GREEN-BLACK,1600000
resistor (5064).jpg,GREEN-BLUE-BROWN,560
resistor (5065).jpg,GREEN-WHITE-BLUE-BROWN-BROWN,59000000
resistor (5066).jpg,GREEN-BLUE-BROWN-BROWN,560
resistor (5067).jpg,BROWN-BROWN-BLUE-GREEN,11000000
resistor (5068).jpg,GREEN-WHITE-BLUE-BROWN-BROWN,59000000
resistor (5069).jpg,GREEN-BLUE-ORANGE-BROWN,56000
resistor (507).jpg,RED-BROWN-ORANGE,21000
resistor (5070).jpg,GREEN-BLUE-BROWN-BROWN-WHITE,560
resistor (5071).jpg,BROWN-ORANGE-BLUE-GREEN,13000000
resistor (5072).jpg,BROWN-ORANGE-GRAY,1300000000
resistor (5073).jpg,BROWN-BROWN-BLUE-GREEN,11000000
resistor (5074).jpg,GREEN-BLUE-BROWN-WHITE-BROWN,560
resistor (5075).jpg,BROWN-ORANGE-BLUE-GREEN,13000000
resistor (5076).jpg,GREEN-BLUE-BROWN-BROWN-WHITE,560
resistor (5077).jpg,BROWN-BROWN-BLUE-GREEN,11000000
resistor (5078).jpg,GREEN-BLUE,BRAK
resistor (5079).jpg,WHITE-GREEN-WHITE-BLUE-BROWN,95000000000
resistor (508).jpg,RED,BRAK
resistor (5080).jpg,BLACK-ORANGE-BLUE-BROWN-BROWN,3000000
resistor (5081).jpg,GREEN-BLUE-BROWN-BROWN,560
resistor (5082).jpg,WHITE-GREEN-BLUE-BROWN-WHITE,95000000
resistor (5083).jpg,BROWN-BROWN-BLUE-GREEN,11000000
resistor (5084).jpg,BROWN-ORANGE-BROWN-BLUE-GREEN,130
resistor (5085).jpg,GREEN-WHITE-BLUE-BROWN-BROWN,59000000
resistor (5086).jpg,BLACK-ORANGE-BLUE-BROWN-BROWN,3000000
resistor (5087).jpg,GREEN-BLUE-BROWN-BROWN,560
resistor (5088).jpg,GREEN-BLUE,BRAK
resistor (5089).jpg,ORANGE-BROWN-ORANGE-BLUE-BROWN,31000
resistor (509).jpg,RED,BRAK
resistor (5090).jpg,GREEN-BLUE-BROWN-BROWN-WHITE,560
resistor (5091).jpg,BLACK-GREEN-ORANGE-BLUE-BROWN,5000
resistor (5092).jpg,BLACK-ORANGE-BLUE-BLACK-ORANGE,3000000
resistor (5093).jpg,GREEN-WHITE-BLUE-BROWN-BROWN,59000000
resistor (5094).jpg,GREEN-BLUE-BROWN-BROWN,560
resistor (5095).jpg,ORANGE-BROWN-RED-ORANGE-WHITE,3100
resistor (5096).jpg,GRAY-BROWN-GRAY-GREEN-BLACK,8100000000
resistor (5097).jpg,BROWN-GREEN-ORANGE,15000
resistor (5098).jpg,YELLOW-BROWN-BROWN-RED-ORANGE,410
resistor (5099).jpg,BROWN-GREEN-ORANGE-RED-BROWN,15000
resistor (51).jpg,RED-RED,BRAK
resistor (510).jpg,RED,BRAK
resistor (5100).jpg,ORANGE-BROWN-RED-ORANGE-WHITE,3100
resistor (5101).jpg,GREEN-BROWN-RED-ORANGE,5100
resistor (5102).jpg,ORANGE-BROWN-RED-GREEN-RED,3100
resistor (5103).jpg,ORANGE-BROWN-BLACK-RED-ORANGE,31
resistor (5104).jpg,BROWN-RED-ORANGE-WHITE-GREEN,12000
resistor (5105).jpg,BROWN-GREEN-RED-RED-RED,1500
resistor (5106).jpg,WHITE-ORANGE-BROWN-BROWN-RED,930
resistor (5107).jpg,BROWN-ORANGE-GREEN-ORANGE-BROWN,1300000
resistor (5108).jpg,ORANGE-BROWN-ORANGE-WHITE-GREEN,31000
resistor (5109).jpg,BROWN-ORANGE-GREEN-ORANGE-BROWN,1300000
resistor (511).jpg,RED,BRAK
resistor (5110).jpg,ORANGE-BLACK-BROWN-ORANGE-BLACK,300
resistor (5111).jpg,BROWN-RED-BROWN-ORANGE-WHITE,120
resistor (5112).jpg,BROWN-BLACK-ORANGE-ORANGE-GREEN,10000
resistor (5113).jpg,BROWN-RED-WHITE-ORANGE-WHITE,12000000000
resistor (5114).jpg,BROWN-BLACK-BROWN-ORANGE-GREEN,100
resistor (5115).jpg,BROWN-RED-ORANGE-WHITE-GREEN,12000
resistor (5116).jpg,BROWN-RED-ORANGE-GREEN-BROWN,12000
resistor (5117).jpg,ORANGE-BROWN-RED-ORANGE-WHITE,3100
resistor (5118).jpg,RED-GREEN-BROWN-ORANGE,250
resistor (5119).jpg,WHITE-BROWN-RED-ORANGE-WHITE,9100
resistor (512).jpg,ORANGE-ORANGE-BROWN-RED,330
resistor (5120).jpg,BROWN-BLACK-ORANGE-WHITE-GREEN,10000
resistor (5121).jpg,BROWN-ORANGE-WHITE-GREEN-WHITE,13000000000
resistor (5122).jpg,BROWN-ORANGE-BROWN-ORANGE-GREEN,130
resistor (5123).jpg,RED-GREEN-RED-BROWN-ORANGE,2500
resistor (5124).jpg,BROWN-ORANGE-WHITE-GREEN-WHITE,13000000000
resistor (5125).jpg,ORANGE-BROWN-RED-RED-GREEN,3100
resistor (5126).jpg,GREEN-RED-BROWN-ORANGE,520
resistor (5127).jpg,BROWN-RED-RED-ORANGE-GREEN,1200
resistor (5128).jpg,ORANGE-GREEN-ORANGE-BROWN-RED,35000
resistor (5129).jpg,WHITE-BROWN-RED-ORANGE-WHITE,9100
resistor (513).jpg,RED,BRAK
resistor (5130).jpg,BROWN-ORANGE-ORANGE-GREEN-WHITE,13000
resistor (5131).jpg,BROWN-GREEN-ORANGE-RED-BROWN,15000
resistor (5132).jpg,BROWN-RED-RED-ORANGE-WHITE,1200
resistor (5133).jpg,ORANGE-GREEN-BLACK-ORANGE-BROWN,35
resistor (5134).jpg,RED-GREEN-ORANGE-BROWN-BROWN,25000
resistor (5135).jpg,ORANGE-BROWN-RED-ORANGE-WHITE,3100
resistor (5136).jpg,BROWN-BROWN-BROWN-ORANGE-WHITE,110
